player,dismissal,runs,balls,minutes,4s,6s,strike_rate,team,opponent,innings,match_id
David Warner,c Najmul Hossain Shanto b Mustafizur Rahman,53,61,90,6,0,86.88,Australia,Bangladesh,2,22
Mitchell Marsh,not out,177,132,177,17,9,134.09,Australia,Bangladesh,2,22
Steven Smith,not out,63,64,99,4,1,98.43,Australia,Bangladesh,2,22
Litton Das,c Buttler b Woakes,76,66,99,7,2,115.15,Bangladesh,England,2,23
Tanzid Hasan,c Bairstow b Topley,1,2,7,0,0,50.0,Bangladesh,England,2,23
Najmul Hossain Shanto,c Livingstone b Topley,0,1,1,0,0,0.0,Bangladesh,England,2,23
Shakib Al Hasan,b Topley,1,9,16,0,0,11.11,Bangladesh,England,2,23
Mehidy Hasan Miraz,c Buttler b Woakes,8,7,12,1,0,114.28,Bangladesh,England,2,23
Mushfiqur Rahim,c Rashid b Topley,51,64,93,4,0,79.68,Bangladesh,England,2,23
Towhid Hridoy,c Buttler b Livingstone,39,61,70,2,0,63.93,Bangladesh,England,2,23
Mahedi Hasan,b Rashid,14,32,39,1,0,43.75,Bangladesh,England,2,23
Taskin Ahmed,b Curran,15,25,35,0,1,60.0,Bangladesh,England,2,23
Shoriful Islam,b Wood,12,14,17,2,0,85.71,Bangladesh,England,2,23
Mustafizur Rahman,not out,3,9,12,0,0,33.33,Bangladesh,England,2,23
Jonny Bairstow,lbw b Fazalhaq Farooqi,2,4,5,0,0,50.0,England,Afghanistan,2,24
Dawid Malan,c Ibrahim Zadran b Mohammad Nabi,32,39,61,4,0,82.05,England,Afghanistan,2,24
Joe Root,b Mujeeb Ur Rahman,11,17,23,2,0,64.7,England,Afghanistan,2,24
Harry Brook,c Ikram Alikhil b Mujeeb Ur Rahman,66,61,123,7,1,108.19,England,Afghanistan,2,24
Jos Buttler,b Naveen-ul-Haq,9,18,21,1,0,50.0,England,Afghanistan,2,24
Liam Livingstone,lbw b Rashid Khan,10,14,15,1,0,71.42,England,Afghanistan,2,24
Sam Curran,c Rahmat Shah b Mohammad Nabi,10,23,22,0,0,43.47,England,Afghanistan,2,24
Chris Woakes,b Mujeeb Ur Rahman,9,26,21,1,0,34.61,England,Afghanistan,2,24
Adil Rashid,c Mohammad Nabi b Rashid Khan,20,13,24,2,0,153.84,England,Afghanistan,2,24
Mark Wood,b Rashid Khan,18,22,26,3,0,81.81,England,Afghanistan,2,24
Reece Topley,not out,15,7,8,3,0,214.28,England,Afghanistan,2,24
Pathum Nissanka,not out,77,83,110,7,2,92.77,Sri Lanka,England,2,25
Kusal Perera,c Stokes b Willey,4,5,8,1,0,80.0,Sri Lanka,England,2,25
Kusal Mendis,c Buttler b Willey,11,12,15,2,0,91.66,Sri Lanka,England,2,25
Sadeera Samarawickrama,not out,65,54,84,7,1,120.37,Sri Lanka,England,2,25
Vikramjit Singh,b Henry,12,20,22,1,0,60.0,Netherlands,New Zealand,2,26
Max O'Dowd,lbw b Santner,16,31,40,2,0,51.61,Netherlands,New Zealand,2,26
Colin Ackermann,c Henry b Santner,69,73,98,5,0,94.52,Netherlands,New Zealand,2,26
Bas de Leede,c Boult b Ravindra,18,25,21,3,0,72.0,Netherlands,New Zealand,2,26
Teja Nidamanuru,run out (Ferguson/Latham),21,26,28,2,1,80.76,Netherlands,New Zealand,2,26
Scott Edwards,c & b Santner,30,27,37,2,1,111.11,Netherlands,New Zealand,2,26
Sybrand Engelbrecht,c Conway b Henry,29,34,55,3,0,85.29,Netherlands,New Zealand,2,26
Roelof van der Merwe,c Henry b Santner,1,6,9,0,0,16.66,Netherlands,New Zealand,2,26
Ryan Klein,lbw b Santner,8,15,23,0,0,53.33,Netherlands,New Zealand,2,26
Aryan Dutt,b Henry,11,20,19,0,1,55.0,Netherlands,New Zealand,2,26
Paul van Meekeren,not out,4,3,5,1,0,133.33,Netherlands,New Zealand,2,26
David Warner,b Azmatullah Omarzai,18,29,46,3,0,62.06,Australia,Afghanistan,2,27
Travis Head,c Ikram Alikhil b Naveen-ul-Haq,0,2,5,0,0,0.0,Australia,Afghanistan,2,27
Mitchell Marsh,lbw b Naveen-ul-Haq,24,11,22,2,2,218.18,Australia,Afghanistan,2,27
Marnus Labuschagne,run out (Rahmat Shah),14,28,53,2,0,50.0,Australia,Afghanistan,2,27
Josh Inglis,c Ibrahim Zadran b Azmatullah Omarzai,0,1,1,0,0,0.0,Australia,Afghanistan,2,27
Glenn Maxwell,not out,201,128,181,21,10,157.03,Australia,Afghanistan,2,27
Marcus Stoinis,lbw b Rashid Khan,6,7,13,1,0,85.71,Australia,Afghanistan,2,27
Mitchell Starc,c Ikram Alikhil b Rashid Khan,3,7,8,0,0,42.85,Australia,Afghanistan,2,27
Pat Cummins,not out,12,68,122,1,0,17.64,Australia,Afghanistan,2,27
Temba Bavuma,c Saud Shakeel b Mohammad Wasim,28,27,49,4,1,103.7,South Africa,Pakistan,2,28
Quinton de Kock,c Mohammad Wasim b Shaheen Shah Afridi,24,14,19,5,0,171.42,South Africa,Pakistan,2,28
Rassie van der Dussen,lbw b Usama Mir,21,39,71,0,0,53.84,South Africa,Pakistan,2,28
Aiden Markram,c Babar Azam b Usama Mir,91,93,151,7,3,97.84,South Africa,Pakistan,2,28
Heinrich Klaasen,c Usama Mir b Mohammad Wasim,12,10,12,0,1,120.0,South Africa,Pakistan,2,28
David Miller,c Mohammad Rizwan b Shaheen Shah Afridi,29,33,55,2,2,87.87,South Africa,Pakistan,2,28
Marco Jansen,c Babar Azam b Haris Rauf,20,14,18,2,1,142.85,South Africa,Pakistan,2,28
Gerald Coetzee,c Mohammad Rizwan b Shaheen Shah Afridi,10,13,23,0,0,76.92,South Africa,Pakistan,2,28
Keshav Maharaj,not out,7,21,44,1,0,33.33,South Africa,Pakistan,2,28
Lungi Ngidi,c & b Haris Rauf,4,14,24,0,0,28.57,South Africa,Pakistan,2,28
Tabraiz Shamsi,not out,4,6,14,0,0,66.66,South Africa,Pakistan,2,28
Devon Conway,c Markram b Jansen,2,6,13,0,0,33.33,New Zealand,South Africa,2,29
Will Young,c de Kock b Coetzee,33,37,50,5,0,89.18,New Zealand,South Africa,2,29
Rachin Ravindra,c Coetzee b Jansen,9,16,28,1,0,56.25,New Zealand,South Africa,2,29
Daryl Mitchell,c Miller b Maharaj,24,30,40,4,0,80.0,New Zealand,South Africa,2,29
Tom Latham,c Maharaj b Rabada,4,15,18,0,0,26.66,New Zealand,South Africa,2,29
Glenn Phillips,c Rabada b Coetzee,60,50,87,4,4,120.0,New Zealand,South Africa,2,29
Mitchell Santner,b Maharaj,7,18,14,1,0,38.88,New Zealand,South Africa,2,29
Tim Southee,lbw b Jansen,7,11,11,1,0,63.63,New Zealand,South Africa,2,29
James Neesham,b Maharaj,0,8,6,0,0,0.0,New Zealand,South Africa,2,29
Trent Boult,c Miller b Maharaj,9,14,17,1,0,64.28,New Zealand,South Africa,2,29
Matt Henry,not out,0,9,20,0,0,0.0,New Zealand,South Africa,2,29
Pathum Nissanka,b Jansen,0,3,6,0,0,0.0,Sri Lanka,South Africa,2,30
Kusal Perera,b Jansen,7,15,42,1,0,46.66,Sri Lanka,South Africa,2,30
Kusal Mendis,c Klaasen b Rabada,76,42,55,4,8,180.95,Sri Lanka,South Africa,2,30
Sadeera Samarawickrama,c Jansen b Coetzee,23,19,22,3,1,121.05,Sri Lanka,South Africa,2,30
Charith Asalanka,c sub (RR Hendricks) b Ngidi,79,65,83,8,4,121.53,Sri Lanka,South Africa,2,30
Dhananjaya de Silva,c sub (AL Phehlukwayo) b Maharaj,11,14,28,1,0,78.57,Sri Lanka,South Africa,2,30
Dasun Shanaka,b Maharaj,68,62,86,6,3,109.67,Sri Lanka,South Africa,2,30
Dunith Wellalage,c Klaasen b Coetzee,0,1,2,0,0,0.0,Sri Lanka,South Africa,2,30
Kasun Rajitha,c Markram b Coetzee,33,31,52,4,1,106.45,Sri Lanka,South Africa,2,30
Matheesha Pathirana,b Rabada,5,16,25,1,0,31.25,Sri Lanka,South Africa,2,30
Dilshan Madushanka,not out,4,2,4,1,0,200.0,Sri Lanka,South Africa,2,30
Vikramjit Singh,run out (Maxwell),25,25,28,6,0,100.0,Netherlands,Australia,2,31
Max O'Dowd,b Starc,6,9,21,1,0,66.66,Netherlands,Australia,2,31
Colin Ackermann,lbw b Hazlewood,10,11,21,2,0,90.9,Netherlands,Australia,2,31
Sybrand Engelbrecht,c Warner b Marsh,11,21,36,1,0,52.38,Netherlands,Australia,2,31
Bas de Leede,lbw b Cummins,4,7,7,1,0,57.14,Netherlands,Australia,2,31
Scott Edwards,not out,12,22,53,0,0,54.54,Netherlands,Australia,2,31
Teja Nidamanuru,c Inglis b Marsh,14,18,19,2,0,77.77,Netherlands,Australia,2,31
Logan van Beek,c Inglis b Zampa,0,3,3,0,0,0.0,Netherlands,Australia,2,31
Roelof van der Merwe,lbw b Zampa,0,1,1,0,0,0.0,Netherlands,Australia,2,31
Aryan Dutt,lbw b Zampa,1,8,9,0,0,12.5,Netherlands,Australia,2,31
Paul van Meekeren,st Inglis b Zampa,0,1,2,0,0,0.0,Netherlands,Australia,2,31
Rohit Sharma,c Towhid Hridoy b Hasan Mahmud,48,40,51,7,2,120.0,India,Bangladesh,2,32
Shubman Gill,c Mahmudullah b Mehidy Hasan Miraz,53,55,80,5,2,96.36,India,Bangladesh,2,32
Virat Kohli,not out,103,97,113,6,4,106.18,India,Bangladesh,2,32
Shreyas Iyer,c Mahmudullah b Mehidy Hasan Miraz,19,25,38,2,0,76.0,India,Bangladesh,2,32
KL Rahul,not out,34,34,44,3,1,100.0,India,Bangladesh,2,32
Mitchell Marsh,c Bavuma b Jansen,7,15,27,0,0,46.66,Australia,South Africa,2,33
David Warner,c van der Dussen b Ngidi,13,27,33,2,0,48.14,Australia,South Africa,2,33
Steven Smith,lbw b Rabada,19,16,20,4,0,118.75,Australia,South Africa,2,33
Marnus Labuschagne,c Bavuma b Maharaj,46,74,125,3,0,62.16,Australia,South Africa,2,33
Josh Inglis,b Rabada,5,4,5,1,0,125.0,Australia,South Africa,2,33
Glenn Maxwell,c & b Maharaj,3,17,17,0,0,17.64,Australia,South Africa,2,33
Marcus Stoinis,c de Kock b Rabada,5,4,6,1,0,125.0,Australia,South Africa,2,33
Mitchell Starc,c de Kock b Jansen,27,51,69,3,0,52.94,Australia,South Africa,2,33
Pat Cummins,c Miller b Shamsi,22,21,29,4,0,104.76,Australia,South Africa,2,33
Adam Zampa,not out,11,16,25,1,0,68.75,Australia,South Africa,2,33
Josh Hazlewood,c Rabada b Shamsi,2,2,1,0,0,100.0,Australia,South Africa,2,33
Rahmanullah Gurbaz,b Henry,11,21,24,0,1,52.38,Afghanistan,New Zealand,2,34
Ibrahim Zadran,c Santner b Boult,14,15,27,2,0,93.33,Afghanistan,New Zealand,2,34
Rahmat Shah,c & b Ravindra,36,62,86,1,0,58.06,Afghanistan,New Zealand,2,34
Hashmatullah Shahidi,c Santner b Ferguson,8,29,30,1,0,27.58,Afghanistan,New Zealand,2,34
Azmatullah Omarzai,c Latham b Boult,27,32,39,2,0,84.37,Afghanistan,New Zealand,2,34
Ikram Alikhil,not out,19,21,42,3,0,90.47,Afghanistan,New Zealand,2,34
Mohammad Nabi,b Santner,7,9,10,1,0,77.77,Afghanistan,New Zealand,2,34
Rashid Khan,c Mitchell b Ferguson,8,13,10,0,1,61.53,Afghanistan,New Zealand,2,34
Mujeeb Ur Rahman,c Young b Ferguson,4,3,2,1,0,133.33,Afghanistan,New Zealand,2,34
Naveen-ul-Haq,c Chapman b Santner,0,1,1,0,0,0.0,Afghanistan,New Zealand,2,34
Fazalhaq Farooqi,c Mitchell b Santner,0,2,1,0,0,0.0,Afghanistan,New Zealand,2,34
Rahmanullah Gurbaz,b Madushanka,0,4,2,0,0,0.0,Afghanistan,Sri Lanka,2,35
Ibrahim Zadran,c Karunaratne b Madushanka,39,57,73,4,1,68.42,Afghanistan,Sri Lanka,2,35
Rahmat Shah,c Karunaratne b Rajitha,62,74,121,7,0,83.78,Afghanistan,Sri Lanka,2,35
Hashmatullah Shahidi,not out,58,74,132,2,1,78.37,Afghanistan,Sri Lanka,2,35
Azmatullah Omarzai,not out,73,63,80,6,3,115.87,Afghanistan,Sri Lanka,2,35
Quinton de Kock,b Mohammed Siraj,5,10,9,1,0,50.0,South Africa,India,2,36
Temba Bavuma,b Jadeja,11,19,39,1,0,57.89,South Africa,India,2,36
Rassie van der Dussen,lbw b Mohammed Shami,13,32,55,1,0,40.62,South Africa,India,2,36
Aiden Markram,c Rahul b Mohammed Shami,9,6,6,2,0,150.0,South Africa,India,2,36
Heinrich Klaasen,lbw b Jadeja,1,11,12,0,0,9.09,South Africa,India,2,36
David Miller,b Jadeja,11,11,17,2,0,100.0,South Africa,India,2,36
Marco Jansen,c Jadeja b Kuldeep Yadav,14,30,45,1,0,46.66,South Africa,India,2,36
Keshav Maharaj,b Jadeja,7,11,7,1,0,63.63,South Africa,India,2,36
Kagiso Rabada,c & b Jadeja,6,26,26,0,0,23.07,South Africa,India,2,36
Lungi Ngidi,b Kuldeep Yadav,0,3,7,0,0,0.0,South Africa,India,2,36
Tabraiz Shamsi,not out,4,4,3,1,0,100.0,South Africa,India,2,36
Abdullah Shafique,c Maxwell b Stoinis,64,61,93,7,2,104.91,Pakistan,Australia,2,37
Imam-ul-Haq,c Starc b Stoinis,70,71,107,10,0,98.59,Pakistan,Australia,2,37
Babar Azam,c Cummins b Zampa,18,14,27,3,0,128.57,Pakistan,Australia,2,37
Mohammad Rizwan,lbw b Zampa,46,40,84,5,0,115.0,Pakistan,Australia,2,37
Saud Shakeel,c Stoinis b Cummins,30,31,37,5,0,96.77,Pakistan,Australia,2,37
Iftikhar Ahmed,lbw b Zampa,26,20,22,0,3,130.0,Pakistan,Australia,2,37
Mohammad Nawaz,st Inglis b Zampa,14,16,19,0,1,87.5,Pakistan,Australia,2,37
Usama Mir,c Starc b Hazlewood,0,3,4,0,0,0.0,Pakistan,Australia,2,37
Shaheen Shah Afridi,c Labuschagne b Cummins,10,8,17,2,0,125.0,Pakistan,Australia,2,37
Hasan Ali,c Inglis b Starc,8,8,7,2,0,100.0,Pakistan,Australia,2,37
Haris Rauf,not out,0,1,3,0,0,0.0,Pakistan,Australia,2,37
Wesley Barresi,run out (Woakes/Ali),37,62,77,3,1,59.67,Netherlands,England,2,38
Max O'Dowd,c Ali b Woakes,5,11,20,1,0,45.45,Netherlands,England,2,38
Colin Ackermann,c Buttler b Willey,0,2,4,0,0,0.0,Netherlands,England,2,38
Sybrand Engelbrecht,c Woakes b Willey,33,49,73,3,1,67.34,Netherlands,England,2,38
Scott Edwards,c Malan b Ali,38,42,67,3,1,90.47,Netherlands,England,2,38
Bas de Leede,b Rashid,10,12,11,2,0,83.33,Netherlands,England,2,38
Teja Nidamanuru,not out,41,34,47,2,3,120.58,Netherlands,England,2,38
Logan van Beek,c Malan b Rashid,2,2,3,0,0,100.0,Netherlands,England,2,38
Roelof van der Merwe,c Rashid b Ali,0,4,3,0,0,0.0,Netherlands,England,2,38
Aryan Dutt,b Rashid,1,3,4,0,0,33.33,Netherlands,England,2,38
Paul van Meekeren,st Buttler b Ali,4,3,3,1,0,133.33,Netherlands,England,2,38
Abdullah Shafique,lbw b Mehidy Hasan Miraz,68,69,94,9,2,98.55,Pakistan,Bangladesh,2,39
Fakhar Zaman,c Towhid Hridoy b Mehidy Hasan Miraz,81,74,126,3,7,109.45,Pakistan,Bangladesh,2,39
Babar Azam,c Mahmudullah b Mehidy Hasan Miraz,9,16,20,1,0,56.25,Pakistan,Bangladesh,2,39
Mohammad Rizwan,not out,26,21,27,4,0,123.8,Pakistan,Bangladesh,2,39
Iftikhar Ahmed,not out,17,15,17,2,0,113.33,Pakistan,Bangladesh,2,39
Abdullah Shafique,c sub (MADI Hemantha) b Pathirana,113,103,150,10,3,109.7,Pakistan,Sri Lanka,2,40
Imam-ul-Haq,c Perera b Madushanka,12,12,15,1,0,100.0,Pakistan,Sri Lanka,2,40
Babar Azam,c Samarawickrama b Madushanka,10,15,17,1,0,66.66,Pakistan,Sri Lanka,2,40
Mohammad Rizwan,not out,131,121,193,8,3,108.26,Pakistan,Sri Lanka,2,40
Saud Shakeel,c Wellalage b Theekshana,31,30,57,2,0,103.33,Pakistan,Sri Lanka,2,40
Iftikhar Ahmed,not out,22,10,18,4,0,220.0,Pakistan,Sri Lanka,2,40
Wesley Barresi,c Rahul b Mohammed Siraj,4,5,8,0,0,80.0,Netherlands,India,2,41
Max O'Dowd,b Jadeja,30,42,68,3,1,71.42,Netherlands,India,2,41
Colin Ackermann,lbw b Kuldeep Yadav,35,32,46,6,0,109.37,Netherlands,India,2,41
Sybrand Engelbrecht,b Mohammed Siraj,45,80,87,4,0,56.25,Netherlands,India,2,41
Scott Edwards,c Rahul b Kohli,17,30,27,1,0,56.66,Netherlands,India,2,41
Bas de Leede,b Bumrah,12,21,23,1,0,57.14,Netherlands,India,2,41
Teja Nidamanuru,c Mohammed Shami b Sharma,54,39,65,1,6,138.46,Netherlands,India,2,41
Logan van Beek,b Kuldeep Yadav,16,15,20,2,0,106.66,Netherlands,India,2,41
Roelof van der Merwe,c Mohammed Shami b Jadeja,16,8,5,1,2,200.0,Netherlands,India,2,41
Aryan Dutt,b Bumrah,5,11,9,0,0,45.45,Netherlands,India,2,41
Paul van Meekeren,not out,3,4,7,0,0,75.0,Netherlands,India,2,41
Abdullah Shafique,c Williamson b Southee,4,9,8,1,0,44.44,Pakistan,New Zealand,2,42
Fakhar Zaman,not out,126,81,103,8,11,155.55,Pakistan,New Zealand,2,42
Babar Azam,not out,66,63,93,6,2,104.76,Pakistan,New Zealand,2,42
Rohit Sharma,b Rashid Khan,131,84,111,16,5,155.95,India,Afghanistan,2,43
Ishan Kishan,c Ibrahim Zadran b Rashid Khan,47,47,78,5,2,100.0,India,Afghanistan,2,43
Virat Kohli,not out,55,56,64,6,0,98.21,India,Afghanistan,2,43
Shreyas Iyer,not out,25,23,31,1,1,108.69,India,Afghanistan,2,43
Rahmanullah Gurbaz,c Usama Mir b Shaheen Shah Afridi,65,53,91,9,1,122.64,Afghanistan,Pakistan,2,44
Ibrahim Zadran,c Mohammad Rizwan b Hasan Ali,87,113,146,10,0,76.99,Afghanistan,Pakistan,2,44
Rahmat Shah,not out,77,84,129,5,2,91.66,Afghanistan,Pakistan,2,44
Hashmatullah Shahidi,not out,48,45,74,4,0,106.66,Afghanistan,Pakistan,2,44
Quinton de Kock,lbw b Mohammad Nabi,41,47,58,2,3,87.23,South Africa,Afghanistan,2,45
Temba Bavuma,c Rahmanullah Gurbaz b Mujeeb Ur Rahman,23,28,49,3,0,82.14,South Africa,Afghanistan,2,45
Rassie van der Dussen,not out,76,95,141,6,1,80.0,South Africa,Afghanistan,2,45
Aiden Markram,c Naveen-ul-Haq b Rashid Khan,25,32,32,1,1,78.12,South Africa,Afghanistan,2,45
Heinrich Klaasen,b Rashid Khan,10,13,15,1,0,76.92,South Africa,Afghanistan,2,45
David Miller,c & b Mohammad Nabi,24,33,35,1,1,72.72,South Africa,Afghanistan,2,45
Andile Phehlukwayo,not out,39,37,46,1,3,105.4,South Africa,Afghanistan,2,45
Litton Das,c Edwards b Dutt,3,12,20,0,0,25.0,Bangladesh,Netherlands,2,46
Tanzid Hasan,c Edwards b van Beek,15,16,25,3,0,93.75,Bangladesh,Netherlands,2,46
Mehidy Hasan Miraz,c Edwards b de Leede,35,40,51,5,1,87.5,Bangladesh,Netherlands,2,46
Najmul Hossain Shanto,c van Beek b van Meekeren,9,18,27,2,0,50.0,Bangladesh,Netherlands,2,46
Shakib Al Hasan,c Edwards b van Meekeren,5,14,14,0,0,35.71,Bangladesh,Netherlands,2,46
Mushfiqur Rahim,b van Meekeren,1,5,9,0,0,20.0,Bangladesh,Netherlands,2,46
Mahmudullah,c Dutt b de Leede,20,41,70,2,0,48.78,Bangladesh,Netherlands,2,46
Mahedi Hasan,run out (de Leede),17,38,51,1,0,44.73,Bangladesh,Netherlands,2,46
Taskin Ahmed,c de Leede b van Meekeren,11,35,49,1,0,31.42,Bangladesh,Netherlands,2,46
Mustafizur Rahman,b Ackermann,20,35,34,2,1,57.14,Bangladesh,Netherlands,2,46
Shoriful Islam,not out,0,0,1,0,0,0.0,Bangladesh,Netherlands,2,46
Abdullah Shafique,lbw b Willey,0,2,2,0,0,0.0,Pakistan,England,2,47
Fakhar Zaman,c Stokes b Willey,1,9,13,0,0,11.11,Pakistan,England,2,47
Babar Azam,c Rashid b Atkinson,38,45,58,6,0,84.44,Pakistan,England,2,47
Mohammad Rizwan,b Ali,36,51,78,2,0,70.58,Pakistan,England,2,47
Saud Shakeel,b Rashid,29,37,52,4,0,78.37,Pakistan,England,2,47
Agha Salman,c Stokes b Willey,51,45,53,6,1,113.33,Pakistan,England,2,47
Iftikhar Ahmed,c Malan b Ali,3,5,8,0,0,60.0,Pakistan,England,2,47
Shadab Khan,b Rashid,4,7,4,1,0,57.14,Pakistan,England,2,47
Shaheen Shah Afridi,lbw b Atkinson,25,23,23,3,1,108.69,Pakistan,England,2,47
Mohammad Wasim,not out,16,14,33,2,1,114.28,Pakistan,England,2,47
Haris Rauf,c Stokes b Woakes,35,23,27,3,3,152.17,Pakistan,England,2,47
